BUS1 BUS2 BUS3 CI G_MAG B_MAG WI1 WI2 WI3 WI_V WI_A ARE OWN NAME BUS4 NAME2
348 394 42142 04 0.000 0.000 1 1 1 1.032240 3.95799 357 0 VALADAPCH138-VALAD4-M 1499 VALAD4-MG000
348 4368 0 01 0.000 0.000 1 1 0 0.000000 0.00000 357 0 VALADAPCH138-VALADAPC  
348 4368 0 02 0.000 0.000 1 1 0 0.000000 0.00000 357 0 VALADAPCH138-VALADAPC  
349 350 351 01 0.000 0.000 1 1 1 1.017454 -1.07423 351 0 NEVES--MG500-NEV-T1-M 356 NEV-T1-MG000
349 350 352 02 0.000 0.000 1 1 1 1.022512 -1.13311 351 0 NEVES--MG500-NEV-T2-M 357 NEV-T2-MG000
349 353 42173 04 0.000 0.000 1 1 1 1.030807 -2.25871 351 0 NEVES--MG500-NEV1T4-M 42172 NEV1T4-MG000
349 353 42175 05 0.000 0.000 1 1 1 1.030807 -2.25871 351 0 NEVES--MG500-NEV-T5-M 42174 NEV-T5-MG000
354 353 0 01 0.000 0.000 1 1 0 0.000000 0.00000 354 0 NEVE1-SIN001-NEVES-BI  
355 353 0 01 0.000 0.000 1 1 0 0.000000 0.00000 354 0 NEVE2-SIN001-NEVES-BI  
360 302 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 NPONTE-MG500-NPONTEUH  
360 9035 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 NPONTE-MG500-NPONTESI  
360 7407 42203 01 0.000 0.000 1 1 1 1.014989 -2.12536 351 0 NPONTE-MG500-NPONT1-M 42202 NPONT1-MG000
360 7407 42205 02 0.000 0.000 1 1 1 1.014989 -2.12536 351 0 NPONTE-MG500-NPONT2-M 42204 NPONT2-MG000
367 368 42191 03 0.000 0.000 1 1 1 1.044908 -9.70037 352 0 PIMENT-MG345-PIMET3-M 42190 PIMET3-MG000
367 368 42193 05 0.000 0.000 1 1 1 1.028092 -9.73410 352 0 PIMENT-MG345-PIMET5-M 42192 PIMET5-MG000
370 303 0 01 0.000 0.000 1 1 0 0.000000 0.00000 351 0 SSIMAO-MG500-SSIMAOUH  
371 377 378 01 0.000 0.000 1 1 1 1.038201 -5.81765 351 0 SGONC1-MG013-SGONC1-M 379 SGONC1-MG000
372 373 374 01 0.000 0.000 1 1 1 0.931527 -2.54166 352 0 TAQUAR-MG345-TAQUA1-M 4314 TAQUA1-MG000
372 373 375 02 0.000 0.000 1 1 1 1.086623 -2.60810 352 0 TAQUAR-MG345-TAQUA2-M 4315 TAQUA2-MG000
372 373 42124 05 0.000 0.000 1 1 1 1.085498 -2.59968 352 0 TAQUAR-MG345-TAQUA5-M 42123 TAQUA5-MG000
372 373 42126 06 0.000 0.000 1 1 1 0.917974 -2.44377 352 0 TAQUAR-MG345-TAQUA6-M 42125 TAQUA6-MG000
372 376 42128 03 0.000 0.000 1 1 1 1.041347 -5.43064 352 0 TAQUAR-MG345-TAQUA3-M 42127 TAQUA3-MG000
372 376 42130 04 0.000 0.000 1 1 1 1.041522 -5.43107 352 0 TAQUAR-MG345-TAQUA4-M 42129 TAQUA4-MG000
377 378 1507 02 0.000 0.000 1 1 1 1.038178 -5.83017 360 0 SGONC-PCH138-SGONC2-M 1517 SGONC2-MG000
377 378 9012 03 0.000 0.000 1 1 1 1.039186 -5.90057 360 0 SGONC-PCH138-SGONC3-M 1562 SGONC3-MG000
380 381 42067 15 0.000 0.000 1 1 1 0.994995 12.04572 352 0 TMARIA-MG345-TMAR15-M 42066 TMAR15-MG000
380 381 42071 10 0.000 0.000 1 1 1 0.994923 12.05986 352 0 TMARIA-MG345-TMAR10-M 42070 TMAR10-MG000
381 304 0 01 0.000 0.000 1 1 0 0.000000 0.00000 352 0 TMARIA-MG289-T.MAR-UH  
381 382 42073 12 0.000 0.000 1 1 1 1.003842 12.08109 352 0 TMARIA-MG289-TMAR12-M 42072 TMAR12-MG000
381 382 42075 13 0.000 0.000 1 1 1 1.003842 12.08109 352 0 TMARIA-MG289-TMAR13-M 42074 TMAR13-MG000
384 385 0 05 0.000 0.000 1 1 0 0.000000 0.00000 351 0 OPRET2-MG500-OPRETO-M  
384 386 389 03 0.000 0.000 1 1 1 1.046431 -5.44711 351 0 OPRET2-MG500-OPRET3-M 387 OPRET3-MG000
384 386 42122 04 0.000 0.000 1 1 1 1.044127 -5.42598 351 0 OPRET2-MG500-OPRET4-M 388 OPRET4-MG000
384 385 42117 01 0.000 0.000 1 1 1 1.020419 -4.32766 351 0 OPRET2-MG500-OPRET1-M 42116 OPRET1-MG000
384 385 42119 02 0.000 0.000 1 1 1 1.017685 -4.45117 351 0 OPRET2-MG500-OPRET2-M 42118 OPRET2-MG000
390 391 397 04 0.000 0.000 1 1 1 0.989973 1.34156 351 0 SGOTAR-MG500-SGOTA4-M 393 SGOTA4-MG000
390 391 395 03 0.000 0.000 1 1 1 0.990489 1.64470 351 0 SGOTAR-MG500-SGOTA3-M 1505 SGOTA3-MG000
391 9098 42077 06 0.000 0.000 1 1 1 1.006723 0.13279 352 0 SGOTA2-MG345-SGOTA6-M 42076 SGOTA6-MG000
394 9007 45157 15 0.000 0.000 1 1 1 1.004074 4.47263 353 0 GVALA2-MG230-GV2T15-M 45156 GV2T15-MG000
394 9005 45159 14 0.000 0.000 1 1 1 1.003968 4.11736 353 0 GVALA2-MG230-GV2T14-M 45158 GV2T14-MG000
396 305 0 01 0.000 0.000 1 1 0 0.000000 0.00000 352 0 VGRAND-MG345-V.GRD-UH  
396 9037 0 01 0.000 0.000 1 1 0 0.000000 0.00000 352 0 VGRAND-MG345-VGRANDSI  
398 399 4012 03 0.000 0.000 1 1 1 1.028026 14.21082 352 0 VPALMA-MG345-VPALT3-M 4013 VPALT3-MG000
398 399 42131 04 0.000 0.000 1 1 1 1.026822 14.24603 352 0 VPALMA-MG345-VPALT4-M 4014 VPALT4-MG000
398 399 42132 05 0.000 0.000 1 1 1 1.001031 14.07115 352 0 VPALMA-MG345-VPALT5-M 4015 VPALT5-MG000
410 411 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 E.SOUZ-SP230-ESOUZA-S  
410 411 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 E.SOUZ-SP230-ESOUZA-S  
410 411 0 03 0.000 0.000 1 1 0 0.000000 0.00000 205 0 E.SOUZ-SP230-ESOUZA-S  
410 411 0 04 0.000 0.000 1 1 0 0.000000 0.00000 205 0 E.SOUZ-SP230-ESOUZA-S  
412 41887 41890 01 0.000 0.000 1 1 1 0.997630 -32.85742 205 0 TOYOT--SP230-TOYOT1-S 41888 TOYOT1-SP000
412 41891 41933 02 0.000 0.000 1 1 1 0.999605 -32.55542 205 0 TOYOT--SP230-TOYOT2-S 41889 TOYOT2-SP000
413 9107 41917 01 0.000 0.000 1 1 1 1.022961 -28.59791 203 0 REPLAN-SP440-REPLT1-S 41916 REPLT1-SP000
413 41915 41919 02 0.000 0.000 1 1 1 1.023254 -27.52802 203 0 REPLAN-SP440-REPLT2-S 41918 REPLT2-SP000
414 415 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 OESTE--SP440-OESTE--S  
414 415 0 02 0.000 0.000 1 1 0 0.000000 0.00000 203 0 OESTE--SP440-OESTE--S  
414 415 0 03 0.000 0.000 1 1 0 0.000000 0.00000 203 0 OESTE--SP440-OESTE--S  
416 418 44417 01 0.000 0.000 1 1 1 1.001503 -32.47680 205 0 M.NOBR-SP230-MNO-T3-S 41897 MNO-T3-SP000
416 417 44415 01 0.000 0.000 1 1 1 1.006236 -32.31894 205 0 M.NOBR-SP230-MNO-T1-S 41899 MNO-T1-SP000
416 417 44416 02 0.000 0.000 1 1 1 1.006236 -32.31894 205 0 M.NOBR-SP230-MNOOT2-S 41901 MNOOT2-SP000
416 418 44780 02 0.000 0.000 1 1 1 1.001503 -32.47680 205 0 M.NOBR-SP230-MNO-T4-S 44779 MNO-T4-SP000
416 418 45698 03 0.000 0.000 1 1 1 1.001503 -32.47680 205 0 M.NOBR-SP230-MNO-T5-S 45697 MNO-T5-SP000
420 432 44413 01 0.000 0.000 1 1 1 0.991009 -32.04920 204 0 D.RANG-SP345-DOM-T1-S 44411 DOM-T1-SP000
420 432 44414 02 0.000 0.000 1 1 1 0.991009 -32.04920 204 0 D.RANG-SP345-DOM-T2-S 44412 DOM-T2-SP000
421 422 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRITU-SP230-PIRITU-S  
421 422 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRITU-SP230-PIRITU-S  
421 422 0 03 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRITU-SP230-PIRITU-S  
421 422 0 04 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRITU-SP230-PIRITU-S  
423 424 41859 07 0.000 0.000 1 1 1 0.934752 -3.04930 205 0 ROSANA-SP230-ROSAT7-S 41858 ROSAT7-SP000
423 430 41861 08 0.000 0.000 1 1 1 0.934770 -3.04640 205 0 ROSANA-SP230-ROSAT8-S 41860 ROSAT8-SP000
427 428 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 CENTRO-SP230-CENTRO-S  
427 428 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 CENTRO-SP230-CENTRO-S  
427 429 41928 03 0.000 0.000 1 1 1 1.011658 -34.92711 205 0 CENTRO-SP230-CENTT3-S 41649 CENTT3-SP000
427 41929 41930 04 0.000 0.000 1 1 1 1.009691 -35.61073 205 0 CENTRO-SP230-CENTT4-S 41650 CENTT4-SP000
427 41931 41932 05 0.000 0.000 1 1 1 1.002019 -36.05427 205 0 CENTRO-SP230-CENTT5-S 41651 CENTT5-SP000
431 439 41914 04 0.000 0.000 1 1 1 1.012750 -32.37433 205 0 ANHANG-SP230-ANHAT4-S 41913 ANHAT4-SP000
435 41761 41892 01 0.000 0.000 1 1 1 0.994299 -35.66014 204 0 NORTE--SP345-NORTT1-S 41760 NORTT1-SP000
435 41763 41893 02 0.000 0.000 1 1 1 0.994413 -35.63187 204 0 NORTE--SP345-NORTT2-S 41762 NORTT2-SP000
435 41765 41894 03 0.000 0.000 1 1 1 1.002632 -35.64428 204 0 NORTE--SP345-NORTT3-S 41764 NORTT3-SP000
435 41767 41895 04 0.000 0.000 1 1 1 1.002932 -35.57560 204 0 NORTE--SP345-NORTT4-S 41766 NORTT4-SP000
435 41896 0 05 0.000 0.000 1 1 0 0.000000 0.00000 204 0 NORTE--SP345-NORTT5-S  
438 441 0 03 0.000 0.000 1 1 0 0.000000 0.00000 204 0 M.REAL-SP345-MREALE-S  
438 441 0 04 0.000 0.000 1 1 0 0.000000 0.00000 204 0 M.REAL-SP345-MREALE-S  
438 441 0 06 0.000 0.000 1 1 0 0.000000 0.00000 204 0 M.REAL-SP345-MREALE-S  
438 7740 0 03 0.000 0.000 1 1 0 0.000000 0.00000 204 0 M.REAL-SP345-MREAT3-S  
438 440 41920 01 0.000 0.000 1 1 1 1.023212 -32.87616 204 0 M.REAL-SP345-MREAT1-S 41644 MREAT1-SP000
438 41921 41922 02 0.000 0.000 1 1 1 1.024061 -32.75085 204 0 M.REAL-SP345-MREAT2-S 41645 MREAT2-SP000
439 444 41777 01 0.000 0.000 1 1 1 1.000797 -35.90412 204 0 ANHANG-SP345-ANHAT1-S 41776 ANHAT1-SP000
439 444 41779 02 0.000 0.000 1 1 1 1.000904 -35.90752 204 0 ANHANG-SP345-ANHAT2-S 41778 ANHAT2-SP000
439 444 41781 03 0.000 0.000 1 1 1 1.000952 -35.90955 204 0 ANHANG-SP345-ANHAT3-S 41780 ANHAT3-SP000
442 443 41755 01 0.000 0.000 1 1 1 0.990488 -37.14264 204 0 NORDES-SP345-NORDT1-S 41754 NORDT1-SP000
442 443 41757 02 0.000 0.000 1 1 1 0.990581 -37.09290 204 0 NORDES-SP345-NORDT2-S 41756 NORDT2-SP000
442 443 41759 03 0.000 0.000 1 1 1 0.990581 -37.09290 204 0 NORDES-SP345-NORDT3-S 41758 NORDT3-SP000
445 296 0 01 0.000 0.000 1 1 0 0.000000 0.00000 213 0 ITAPET-SP088-S.BRANUH  
445 449 41835 03 0.000 0.000 1 1 1 0.994766 -33.65814 213 0 ITAPET-SP088-ITPTT3-S 41834 ITPTT3-SP000
445 449 41837 04 0.000 0.000 1 1 1 0.994963 -33.65918 213 0 ITAPET-SP088-ITPTT4-S 41836 ITPTT4-SP000
446 447 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 MOG-EP-SP230-MOG-EP-S  
446 447 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 MOG-EP-SP230-MOG-EP-S  
446 447 0 03 0.000 0.000 1 1 0 0.000000 0.00000 205 0 MOG-EP-SP230-MOG-EP-S  
449 448 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 ITAPET-SP345-ITAPET-S  
449 448 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 ITAPET-SP345-ITAPET-S  
452 453 41843 01 0.000 0.000 1 1 1 1.030663 -30.45569 207 0 AGUAZU-SP138-AGAZT1-S 41842 AGAZT1-SP000
452 453 41845 02 0.000 0.000 1 1 1 1.030678 -30.43756 207 0 AGUAZU-SP138-AGAZT2-S 41844 AGAZT2-SP000
454 455 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 S.JOSE-SP230-S.JOSE-S  
454 455 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 S.JOSE-SP230-S.JOSE-S  
454 455 0 03 0.000 0.000 1 1 0 0.000000 0.00000 205 0 S.JOSE-SP230-S.JOSE-S  
454 455 0 04 0.000 0.000 1 1 0 0.000000 0.00000 205 0 S.JOSE-SP230-S.JOSE-S  
458 459 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 APAREC-SP230-APAREC-S  
458 459 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 APAREC-SP230-APAREC-S  
458 459 0 03 0.000 0.000 1 1 0 0.000000 0.00000 205 0 APAREC-SP230-APAREC-S  
461 462 0 02 0.000 0.000 1 1 0 0.000000 0.00000 205 0 S.CABE-SP230-S.CAB1-S  
461 462 0 03 0.000 0.000 1 1 0 0.000000 0.00000 205 0 S.CABE-SP230-S.CAB1-S  
461 462 0 04 0.000 0.000 1 1 0 0.000000 0.00000 205 0 S.CABE-SP230-S.CAB1-S  
464 465 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 LESTE--SP345-LESTE--S  
464 465 0 03 0.000 0.000 1 1 0 0.000000 0.00000 204 0 LESTE--SP345-LESTE--S  
464 465 0 04 0.000 0.000 1 1 0 0.000000 0.00000 204 0 LESTE--SP345-LESTE--S  
466 467 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 RAMON--SP345-RAMORF-S  
466 467 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 RAMON--SP345-RAMORF-S  
466 467 0 03 0.000 0.000 1 1 0 0.000000 0.00000 204 0 RAMON--SP345-RAMORF-S  
471 472 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 BAIXAD-SP345-BAIXAD-S  
471 473 0 05 0.000 0.000 1 1 0 0.000000 0.00000 204 0 BAIXAD-SP345-BAIXAD-S  
471 473 41689 03 0.000 0.000 1 1 1 1.020692 -35.02468 204 0 BAIXAD-SP345-BSNTT3-S 41688 BSNTT3-SP000
471 473 41691 04 0.000 0.000 1 1 1 1.020647 -35.02751 204 0 BAIXAD-SP345-BSNTT4-S 41690 BSNTT4-SP000
472 732 41695 07 0.000 0.000 1 1 1 0.988321 -31.87792 205 0 BAIXAD-SP230-BSNTT7-S 41694 BSNTT7-SP000
472 732 41697 08 0.000 0.000 1 1 1 0.987293 -31.85900 205 0 BAIXAD-SP230-BSNTT8-S 41696 BSNTT8-SP000
474 475 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 SUL----SP345-SUL-1--S  
474 475 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 SUL----SP345-SUL-1--S  
474 476 41773 03 0.000 0.000 1 1 1 1.040342 -36.90320 204 0 SUL----SP345-SUL-T3-S 41772 SUL-T3-SP000
474 476 41775 04 0.000 0.000 1 1 1 1.041893 -37.06353 204 0 SUL----SP345-SUL-T4-S 41774 SUL-T4-SP000
477 41943 41946 01 0.000 0.000 1 1 1 1.003420 -32.06809 205 0 CARBOC-SP230-CARBO1-S 41944 CARBO1-SP000
477 41943 41947 02 0.000 0.000 1 1 1 1.003420 -32.06809 205 0 CARBOC-SP230-CARBO2-S 41945 CARBO2-SP000
478 479 41953 01 0.000 0.000 1 1 1 1.025594 -18.87715 203 0 BAGUAC-SP440-BAGUT1-S 41952 BAGUT1-SP000
478 479 41955 02 0.000 0.000 1 1 1 1.025587 -18.87751 203 0 BAGUAC-SP440-BAGUT2-S 41954 BAGUT2-SP000
480 7454 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 H.BORD-SP230-HBORD4UH  
480 7458 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 H.BORD-SP230-HBORD8UH  
480 7459 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 H.BORD-SP230-HBORD9UH  
480 7464 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 H.BORD-SP230-HBORD4SI  
480 7468 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 H.BORD-SP230-HBORD8SI  
480 7469 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 H.BORD-SP230-HBORD9SI  
481 7451 0 01 0.000 0.000 1 1 0 0.000000 0.00000 206 0 HBONOR-SP088-HBORD1UH  
481 7452 0 01 0.000 0.000 1 1 0 0.000000 0.00000 206 0 HBONOR-SP088-HBORD2UH  
481 7461 0 01 0.000 0.000 1 1 0 0.000000 0.00000 206 0 HBONOR-SP088-HBORD1SI  
481 7462 0 01 0.000 0.000 1 1 0 0.000000 0.00000 206 0 HBONOR-SP088-HBORD2SI  
482 7453 0 01 0.000 0.000 1 1 0 0.000000 0.00000 206 0 HBOSUL-SP088-HBORD3UH  
482 7463 0 01 0.000 0.000 1 1 0 0.000000 0.00000 206 0 HBOSUL-SP088-HBORD3SI  
484 404 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRATI-SP230-PIR230UT  
484 405 0 01 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRATI-SP230-NPIRA1UT  
484 485 0 05 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRATI-SP230-PIRATI-S  
484 485 0 06 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRATI-SP230-PIRATI-S  
484 485 0 07 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRATI-SP230-PIRATI-S  
484 485 0 08 0.000 0.000 1 1 0 0.000000 0.00000 205 0 PIRATI-SP230-PIRATI-S  
485 403 0 01 0.000 0.000 1 1 0 0.000000 0.00000 212 0 PIRATI-SP088-PIR88-UT  
485 406 0 01 0.000 0.000 1 1 0 0.000000 0.00000 212 0 PIRATI-SP088-NPIRA2UT  
486 487 41807 01 0.000 0.000 1 1 1 1.000382 -35.32623 212 0 PIRA2--SP088-PIR2T1-S 41806 PIR2T1-SP000
486 487 41809 02 0.000 0.000 1 1 1 1.000165 -35.37923 212 0 PIRA2--SP088-PIR2T2-S 41808 PIR2T2-SP000
486 487 41811 03 0.000 0.000 1 1 1 1.000275 -35.31832 212 0 PIRA2--SP088-PIR2T3-S 41810 PIR2T3-SP000
488 489 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 INTERL-SP345-INTERL-S  
488 490 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 INTERL-SP345-INTER2-S  
492 494 41923 21 0.000 0.000 1 1 1 1.020188 -32.82266 204 0 BANDEI-SP345-BNDT21-S 41646 BNDT21-SP000
492 41924 41925 22 0.000 0.000 1 1 1 1.019660 -32.71765 204 0 BANDEI-SP345-BNDT22-S 41647 BNDT22-SP000
492 41926 41927 23 0.000 0.000 1 1 1 1.019415 -32.97861 204 0 BANDEI-SP345-BNDT23-S 41648 BNDT23-SP000
492 493 41783 01 0.000 0.000 1 1 1 1.005880 -36.91218 204 0 BANDEI-SP345-BANDT1-S 41782 BANDT1-SP000
492 493 41785 02 0.000 0.000 1 1 1 1.005897 -36.83030 204 0 BANDEI-SP345-BANDT2-S 41784 BANDT2-SP000
492 493 41787 03 0.000 0.000 1 1 1 1.005781 -36.96996 204 0 BANDEI-SP345-BANDT3-S 41786 BANDT3-SP000
492 493 41839 04 0.000 0.000 0 0 0 0.991000 0.00000 204 0 BANDEI-SP345-BANDT4-S 41838 BANDT4-SP000
495 496 0 01 0.000 0.000 1 1 0 0.000000 0.00000 204 0 M.FORN-SP345-M.FORN-S  
495 496 0 02 0.000 0.000 1 1 0 0.000000 0.00000 204 0 M.FORN-SP345-M.FORN-S  
495 496 0 03 0.000 0.000 1 1 0 0.000000 0.00000 204 0 M.FORN-SP345-M.FORN-S  
527 528 41813 02 0.000 0.000 1 1 1 1.027548 -31.60430 203 0 SALTO--SP440-SALTT2-S 41812 SALTT2-SP000
527 528 41815 03 0.000 0.000 1 1 1 1.028298 -31.67088 203 0 SALTO--SP440-SALTT3-S 41814 SALTT3-SP000
530 4304 41703 01 0.000 0.000 1 1 1 1.022546 -9.72182 203 0 M.ROND-MS440-MRONT1-M 41702 MRONT1-MS000
530 4304 41705 02 0.000 0.000 1 1 1 1.022546 -9.72182 203 0 M.ROND-MS440-MRONT2-M 41704 MRONT2-MS000
534 505 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 ROS-2--SP138-ROSAN2UH  
535 536 41669 04 0.000 0.000 1 1 1 1.024621 -10.51346 202 0 AVERME-SP500-AVEMT4-S 41668 AVEMT4-SP000
535 536 41671 08 0.000 0.000 1 1 1 1.082130 -9.16851 202 0 AVERME-SP500-AVEMT8-S 41670 AVEMT8-SP000
536 500 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 AVERME-SP440-A.VERMUH  
536 535 0 09 0.000 0.000 1 1 0 0.000000 0.00000 203 0 AVERME-SP440-AVERME-S  
536 537 41675 05 0.000 0.000 1 1 1 1.031672 -11.32797 203 0 AVERME-SP440-AVEMT5-S 41674 AVEMT5-SP000
536 537 41912 06 0.000 0.000 1 1 1 1.031672 -11.32797 203 0 AVERME-SP440-AVEMT6-S 41911 AVEMT6-SP000
538 501 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 ISOLTE-SP440-I.SOLTUH  
538 531 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 ISOLTE-SP440-I.SOLTSI  
539 502 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 JUPIA--SP440-JUPIA-UH  
540 3106 41607 02 0.000 0.000 1 1 1 1.028990 -21.43168 203 0 GETULI-SP440-GETUT2-S 41606 GETUT2-SP000
540 3106 41863 01 0.000 0.000 1 1 1 1.019776 -21.48942 203 0 GETULI-SP440-GETUT1-S 41862 GETUT1-SP000
541 503 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 JUPIA--SP138-JUPI--UH  
541 539 0 15 0.000 0.000 1 1 0 0.000000 0.00000 209 0 JUPIA--SP138-JUPIA--S  
542 520 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 3IRMAO-SP440-3IRMAOUH  
542 543 41591 09 0.000 0.000 1 1 1 1.018389 -11.89754 203 0 3IRMAO-SP440-3IRMT9-S 41590 3IRMT9-SP000
542 543 41593 10 0.000 0.000 1 1 1 1.018005 -11.90033 203 0 3IRMAO-SP440-3IRT10-S 41592 3IRT10-SP000
544 510 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 PPRIMA-SP440-PPRIMAUH  
545 9544 43396 01 0.000 0.000 1 1 1 0.950426 -9.32670 402 0 NPPRIM-MS230-PPR-1--M 43387 PPR-1--MS000
545 9544 43397 02 0.000 0.000 1 1 1 0.966773 -9.31715 402 0 NPPRIM-MS230-PPR-2--M 43392 PPR-2--MS000
545 9544 43398 03 0.000 0.000 1 1 1 0.939257 -9.25781 402 0 NPPRIM-MS230-PPR-3--M 43393 PPR-3--MS000
546 424 0 07 0.000 0.000 1 1 0 0.000000 0.00000 210 0 ROSANA-SP138-ROSA7D-S  
546 430 0 08 0.000 0.000 1 1 0 0.000000 0.00000 210 0 ROSANA-SP138-ROSA8D-S  
546 511 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 ROSANA-SP138-ROSAN1UH  
547 513 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 TAQUAR-SP440-TAQUARUH  
547 548 41699 07 0.000 0.000 1 1 1 0.973625 -14.33388 203 0 TAQUAR-SP440-TAQUT7-S 41698 TAQUT7-SP000
549 507 0 01 0.000 0.000 1 1 0 0.000000 0.00000 203 0 CAPIVA-SP440-CAPIVAUH  
550 549 0 05 0.000 0.000 1 1 0 0.000000 0.00000 210 0 CAPIVA-SP138-CAPIVA-S  
551 552 41535 01 0.000 0.000 1 1 1 1.003019 -23.01703 205 0 ASSIS2-SP230-ASSTR1-S 41534 ASSTR1-SP000
551 552 41537 02 0.000 0.000 1 1 1 1.004490 -22.99208 205 0 ASSIS2-SP230-ASSTR2-S 41536 ASSTR2-SP000
551 552 41539 07 0.000 0.000 1 1 1 1.004032 -23.21132 205 0 ASSIS2-SP230-ASSTR7-S 41538 ASSTR7-SP000
551 554 41541 03 0.000 0.000 1 1 1 0.988905 -23.29085 205 0 ASSIS2-SP230-ASSTR3-S 41540 ASSTR3-SP000
551 554 41543 04 0.000 0.000 1 1 1 1.008865 -23.29092 205 0 ASSIS2-SP230-ASSTR4-S 41542 ASSTR4-SP000
552 556 41533 05 0.000 0.000 1 1 1 1.018981 -20.07059 203 0 ASSIS--SP440-ASSTR5-S 41532 ASSTR5-SP000
555 508 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 CANOA1-SP088-CANOA1UH  
557 509 0 01 0.000 0.000 1 1 0 0.000000 0.00000 210 0 CANOA2-SP088-CANOA2UH  
559 560 41569 01 0.000 0.000 1 1 1 1.007869 -22.74436 203 0 ARARAQ-SP440-ARRQT1-S 41568 ARRQT1-SP000
559 560 41571 02 0.000 0.000 1 1 1 0.998321 -24.05465 203 0 ARARAQ-SP440-ARRQT2-S 41570 ARRQT2-SP000
559 560 41573 04 0.000 0.000 1 1 1 0.998399 -24.03898 203 0 ARARAQ-SP440-ARRQT4-S 41572 ARRQT4-SP000
561 597 0 06 0.000 0.000 1 1 0 0.000000 0.00000 203 0 BAURU--SP440-BAURU-CE  
562 561 0 01 0.000 0.000 1 1 0 0.000000 0.00000 209 0 BAURU--SP138-BAURU--S  
562 561 0 02 0.000 0.000 1 1 0 0.000000 0.00000 209 0 BAURU--SP138-BAURU--S  
562 561 0 05 0.000 0.000 1 1 0 0.000000 0.00000 209 0 BAURU--SP138-BAURU--S  
563 3011 41529 01 0.000 0.000 1 1 1 1.008841 -17.03777 203 0 RIBPRE-SP440-RPTAT1-S 41528 RPTAT1-SP000
563 3011 41531 02 0.000 0.000 1 1 1 1.008843 -17.05529 203 0 RIBPRE-SP440-RPTAT2-S 41530 RPTAT2-SP000
563 564 41681 01 0.000 0.000 1 1 1 1.015421 -19.43485 203 0 RIBPRE-SP440-RPRET1-S 41680 RPRET1-SP000
563 564 41683 02 0.000 0.000 1 1 1 1.016359 -19.37471 203 0 RIBPRE-SP440-RPRET2-S 41682 RPRET2-SP000
564 563 0 03 0.000 0.000 1 1 0 0.000000 0.00000 208 0 RIBPRE-SP138-RIBPRE-S  
564 563 0 05 0.000 0.000 1 1 0 0.000000 0.00000 208 0 RIBPRE-SP138-RIBPRE-S  
